Fila,n,C(n)
FLEV3,8969,4
FLEV4,8969,8
FLC,8970,1
FLEV1,8970,3
FLEV2,8970,3
FLEV3,8970,4
FLEV4,8970,8
FLC,8971,1
FLEV1,8971,3
FLEV2,8971,3
FLEV3,8971,4
FLEV4,8971,8
FLC,8972,1
FLEV1,8972,3
FLEV2,8972,3
FLEV3,8972,4
FLEV4,8972,8
FLC,8973,1
FLEV1,8973,3
FLEV2,8973,3
FLEV3,8973,4
FLEV4,8973,8
FLC,8974,1
FLEV1,8974,3
FLEV2,8974,3
FLEV3,8974,4
FLEV4,8974,8
FLC,8975,1
FLEV1,8975,3
FLEV2,8975,3
FLEV3,8975,4
FLEV4,8975,8
FLC,8976,1
FLEV1,8976,3
FLEV2,8976,3
FLEV3,8976,4
FLEV4,8976,8
FLC,8977,1
FLEV1,8977,3
FLEV2,8977,3
FLEV3,8977,4
FLEV4,8977,8
FLC,8978,1
FLEV1,8978,3
FLEV2,8978,3
FLEV3,8978,4
FLEV4,8978,8
FLC,8979,1
FLEV1,8979,3
FLEV2,8979,3
FLEV3,8979,4
FLEV4,8979,8
FLC,8980,1
FLEV1,8980,3
FLEV2,8980,3
FLEV3,8980,4
FLEV4,8980,8
FLC,8981,1
FLEV1,8981,3
FLEV2,8981,3
FLEV3,8981,4
FLEV4,8981,8
FLC,8982,1
FLEV1,8982,3
FLEV2,8982,3
FLEV3,8982,4
FLEV4,8982,8
FLC,8983,1
FLEV1,8983,3
FLEV2,8983,3
FLEV3,8983,4
FLEV4,8983,8
FLC,8984,1
FLEV1,8984,3
FLEV2,8984,3
FLEV3,8984,4
FLEV4,8984,8
FLC,8985,1
FLEV1,8985,3
FLEV2,8985,3
FLEV3,8985,4
FLEV4,8985,8
FLC,8986,1
FLEV1,8986,3
FLEV2,8986,3
FLEV3,8986,4
FLEV4,8986,8
FLC,8987,1
FLEV1,8987,3
FLEV2,8987,3
FLEV3,8987,4
FLEV4,8987,8
FLC,8988,1
FLEV1,8988,3
FLEV2,8988,3
FLEV3,8988,4
FLEV4,8988,8
FLC,8989,1
FLEV1,8989,3
FLEV2,8989,3
FLEV3,8989,4
FLEV4,8989,8
FLC,8990,1
FLEV1,8990,3
FLEV2,8990,3
FLEV3,8990,4
FLEV4,8990,8
FLC,8991,1
FLEV1,8991,3
FLEV2,8991,3
FLEV3,8991,4
FLEV4,8991,8
FLC,8992,1
FLEV1,8992,3
FLEV2,8992,3
FLEV3,8992,4
FLEV4,8992,8
FLC,8993,1
FLEV1,8993,3
FLEV2,8993,3
FLEV3,8993,4
FLEV4,8993,8
FLC,8994,1
FLEV1,8994,3
FLEV2,8994,3
FLEV3,8994,4
FLEV4,8994,8
FLC,8995,1
FLEV1,8995,3
FLEV2,8995,3
FLEV3,8995,4
FLEV4,8995,8
FLC,8996,1
FLEV1,8996,3
FLEV2,8996,3
FLEV3,8996,4
FLEV4,8996,8
FLC,8997,1
FLEV1,8997,3
FLEV2,8997,3
FLEV3,8997,4
FLEV4,8997,8
FLC,8998,1
FLEV1,8998,3
FLEV2,8998,3
FLEV3,8998,4
FLEV4,8998,8
FLC,8999,1
FLEV1,8999,3
FLEV2,8999,3
FLEV3,8999,4
FLEV4,8999,8
FLC,9000,1
FLEV1,9000,3
FLEV2,9000,3
FLEV3,9000,4
FLEV4,9000,8
FLC,9001,1
FLEV1,9001,3
FLEV2,9001,3
FLEV3,9001,4
FLEV4,9001,8
FLC,9002,1
FLEV1,9002,3
FLEV2,9002,3
FLEV3,9002,4
FLEV4,9002,8
FLC,9003,1
FLEV1,9003,3
FLEV2,9003,3
FLEV3,9003,4
FLEV4,9003,8
FLC,9004,1
FLEV1,9004,3
FLEV2,9004,3
FLEV3,9004,4
FLEV4,9004,8
FLC,9005,1
FLEV1,9005,3
FLEV2,9005,3
FLEV3,9005,4
FLEV4,9005,8
FLC,9006,1
FLEV1,9006,3
FLEV2,9006,3
FLEV3,9006,4
FLEV4,9006,8
FLC,9007,1
FLEV1,9007,3
FLEV2,9007,3
FLEV3,9007,4
FLEV4,9007,8
FLC,9008,1
FLEV1,9008,3
FLEV2,9008,3
FLEV3,9008,4
FLEV4,9008,8
FLC,9009,1
FLEV1,9009,3
FLEV2,9009,3
FLEV3,9009,4
FLEV4,9009,8
FLC,9010,1
FLEV1,9010,3
FLEV2,9010,3
FLEV3,9010,4
FLEV4,9010,8
FLC,9011,1
FLEV1,9011,3
FLEV2,9011,3
FLEV3,9011,4
FLEV4,9011,8
FLC,9012,1
FLEV1,9012,3
FLEV2,9012,3
FLEV3,9012,4
FLEV4,9012,8
FLC,9013,1
FLEV1,9013,3
FLEV2,9013,3
FLEV3,9013,4
FLEV4,9013,8
FLC,9014,1
FLEV1,9014,3
FLEV2,9014,3
FLEV3,9014,4
FLEV4,9014,8
FLC,9015,1
FLEV1,9015,3
FLEV2,9015,3
FLEV3,9015,4
FLEV4,9015,8
FLC,9016,1
FLEV1,9016,3
FLEV2,9016,3
FLEV3,9016,4
FLEV4,9016,8
FLC,9017,1
FLEV1,9017,3
FLEV2,9017,3
FLEV3,9017,4
FLEV4,9017,8
FLC,9018,1
FLEV1,9018,3
FLEV2,9018,3
FLEV3,9018,4
FLEV4,9018,8
FLC,9019,1
FLEV1,9019,3
FLEV2,9019,3
FLEV3,9019,4
FLEV4,9019,8
FLC,9020,1
FLEV1,9020,3
FLEV2,9020,3
FLEV3,9020,4
FLEV4,9020,8
FLC,9021,1
FLEV1,9021,3
FLEV2,9021,3
FLEV3,9021,4
FLEV4,9021,8
FLC,9022,1
FLEV1,9022,3
FLEV2,9022,3
FLEV3,9022,4
FLEV4,9022,8
FLC,9023,1
FLEV1,9023,3
FLEV2,9023,3
FLEV3,9023,4
FLEV4,9023,8
FLC,9024,1
FLEV1,9024,3
FLEV2,9024,3
FLEV3,9024,4
FLEV4,9024,8
FLC,9025,1
FLEV1,9025,3
FLEV2,9025,3
FLEV3,9025,4
FLEV4,9025,8
FLC,9026,1
FLEV1,9026,3
FLEV2,9026,3
FLEV3,9026,4
FLEV4,9026,8
FLC,9027,1
FLEV1,9027,3
FLEV2,9027,3
FLEV3,9027,4
FLEV4,9027,8
FLC,9028,1
FLEV1,9028,3
FLEV2,9028,3
FLEV3,9028,4
FLEV4,9028,8
FLC,9029,1
FLEV1,9029,3
FLEV2,9029,3
FLEV3,9029,4
FLEV4,9029,8
FLC,9030,1
FLEV1,9030,3
FLEV2,9030,3
FLEV3,9030,4
FLEV4,9030,8
FLC,9031,1
FLEV1,9031,3
FLEV2,9031,3
FLEV3,9031,4
FLEV4,9031,8
FLC,9032,1
FLEV1,9032,3
FLEV2,9032,3
FLEV3,9032,4
FLEV4,9032,8
FLC,9033,1
FLEV1,9033,3
FLEV2,9033,3
FLEV3,9033,4
FLEV4,9033,8
FLC,9034,1
FLEV1,9034,3
FLEV2,9034,3
FLEV3,9034,4
FLEV4,9034,8
FLC,9035,1
FLEV1,9035,3
FLEV2,9035,3
FLEV3,9035,4
FLEV4,9035,8
FLC,9036,1
FLEV1,9036,3
FLEV2,9036,3
FLEV3,9036,4
FLEV4,9036,8
FLC,9037,1
FLEV1,9037,3
FLEV2,9037,3
FLEV3,9037,4
FLEV4,9037,8
FLC,9038,1
FLEV1,9038,3
FLEV2,9038,3
FLEV3,9038,4
FLEV4,9038,8
FLC,9039,1
FLEV1,9039,3
FLEV2,9039,3
FLEV3,9039,4
FLEV4,9039,8
FLC,9040,1
FLEV1,9040,3
FLEV2,9040,3
FLEV3,9040,4
FLEV4,9040,8
FLC,9041,1
FLEV1,9041,3
FLEV2,9041,3
FLEV3,9041,4
FLEV4,9041,8
FLC,9042,1
FLEV1,9042,3
FLEV2,9042,3
FLEV3,9042,4
FLEV4,9042,8
FLC,9043,1
FLEV1,9043,3
FLEV2,9043,3
FLEV3,9043,4
FLEV4,9043,8
FLC,9044,1
FLEV1,9044,3
FLEV2,9044,3
FLEV3,9044,4
FLEV4,9044,8
FLC,9045,1
FLEV1,9045,3
FLEV2,9045,3
FLEV3,9045,4
FLEV4,9045,8
FLC,9046,1
FLEV1,9046,3
FLEV2,9046,3
FLEV3,9046,4
FLEV4,9046,8
FLC,9047,1
FLEV1,9047,3
FLEV2,9047,3
FLEV3,9047,4
FLEV4,9047,8
FLC,9048,1
FLEV1,9048,3
FLEV2,9048,3
FLEV3,9048,4
FLEV4,9048,8
FLC,9049,1
FLEV1,9049,3
FLEV2,9049,3
FLEV3,9049,4
FLEV4,9049,8
FLC,9050,1
FLEV1,9050,3
FLEV2,9050,3
FLEV3,9050,4
FLEV4,9050,8
FLC,9051,1
FLEV1,9051,3
FLEV2,9051,3
FLEV3,9051,4
FLEV4,9051,8
FLC,9052,1
FLEV1,9052,3
FLEV2,9052,3
FLEV3,9052,4
FLEV4,9052,8
FLC,9053,1
FLEV1,9053,3
FLEV2,9053,3
FLEV3,9053,4
FLEV4,9053,8
FLC,9054,1
FLEV1,9054,3
FLEV2,9054,3
FLEV3,9054,4
FLEV4,9054,8
FLC,9055,1
FLEV1,9055,3
FLEV2,9055,3
FLEV3,9055,4
FLEV4,9055,8
FLC,9056,1
FLEV1,9056,3
FLEV2,9056,3
FLEV3,9056,4
FLEV4,9056,8
FLC,9057,1
FLEV1,9057,3
FLEV2,9057,3
FLEV3,9057,4
FLEV4,9057,8
FLC,9058,1
FLEV1,9058,3
FLEV2,9058,3
FLEV3,9058,4
FLEV4,9058,8
FLC,9059,1
FLEV1,9059,3
FLEV2,9059,3
FLEV3,9059,4
FLEV4,9059,8
FLC,9060,1
FLEV1,9060,3
FLEV2,9060,3
FLEV3,9060,4
FLEV4,9060,8
FLC,9061,1
FLEV1,9061,3
FLEV2,9061,3
FLEV3,9061,4
FLEV4,9061,8
FLC,9062,1
FLEV1,9062,3
FLEV2,9062,3
FLEV3,9062,4
FLEV4,9062,8
FLC,9063,1
FLEV1,9063,3
FLEV2,9063,3
FLEV3,9063,4
FLEV4,9063,8
FLC,9064,1
FLEV1,9064,3
FLEV2,9064,3
FLEV3,9064,4
FLEV4,9064,8
FLC,9065,1
FLEV1,9065,3
FLEV2,9065,3
FLEV3,9065,4
FLEV4,9065,8
FLC,9066,1
FLEV1,9066,3
FLEV2,9066,3
FLEV3,9066,4
FLEV4,9066,8
FLC,9067,1
FLEV1,9067,3
FLEV2,9067,3
FLEV3,9067,4
FLEV4,9067,8
FLC,9068,1
FLEV1,9068,3
FLEV2,9068,3
FLEV3,9068,4
FLEV4,9068,8
FLC,9069,1
FLEV1,9069,3
FLEV2,9069,3
FLEV3,9069,4
FLEV4,9069,8
FLC,9070,1
FLEV1,9070,3
FLEV2,9070,3
FLEV3,9070,4
FLEV4,9070,8
FLC,9071,1
FLEV1,9071,3
FLEV2,9071,3
FLEV3,9071,4
FLEV4,9071,8
FLC,9072,1
FLEV1,9072,3
FLEV2,9072,3
FLEV3,9072,4
FLEV4,9072,8
FLC,9073,1
FLEV1,9073,3
FLEV2,9073,3
FLEV3,9073,4
FLEV4,9073,8
FLC,9074,1
FLEV1,9074,3
FLEV2,9074,3
FLEV3,9074,4
FLEV4,9074,8
FLC,9075,1
FLEV1,9075,3
FLEV2,9075,3
FLEV3,9075,4
FLEV4,9075,8
FLC,9076,1
FLEV1,9076,3
FLEV2,9076,3
FLEV3,9076,4
FLEV4,9076,8
FLC,9077,1
FLEV1,9077,3
FLEV2,9077,3
FLEV3,9077,4
FLEV4,9077,8
FLC,9078,1
FLEV1,9078,3
FLEV2,9078,3
FLEV3,9078,4
FLEV4,9078,8
FLC,9079,1
FLEV1,9079,3
FLEV2,9079,3
FLEV3,9079,4
FLEV4,9079,8
FLC,9080,1
FLEV1,9080,3
FLEV2,9080,3
FLEV3,9080,4
FLEV4,9080,8
FLC,9081,1
FLEV1,9081,3
FLEV2,9081,3
FLEV3,9081,4
FLEV4,9081,8
FLC,9082,1
FLEV1,9082,3
FLEV2,9082,3
FLEV3,9082,4
FLEV4,9082,8
FLC,9083,1
FLEV1,9083,3
FLEV2,9083,3
FLEV3,9083,4
FLEV4,9083,8
FLC,9084,1
FLEV1,9084,3
FLEV2,9084,3
FLEV3,9084,4
FLEV4,9084,8
FLC,9085,1
FLEV1,9085,3
FLEV2,9085,3
FLEV3,9085,4
FLEV4,9085,8
FLC,9086,1
FLEV1,9086,3
FLEV2,9086,3
FLEV3,9086,4
FLEV4,9086,8
FLC,9087,1
FLEV1,9087,3
FLEV2,9087,3
FLEV3,9087,4
FLEV4,9087,8
FLC,9088,1
FLEV1,9088,3
FLEV2,9088,3
FLEV3,9088,4
FLEV4,9088,8
FLC,9089,1
FLEV1,9089,3
FLEV2,9089,3
FLEV3,9089,4
FLEV4,9089,8
FLC,9090,1
FLEV1,9090,3
FLEV2,9090,3
FLEV3,9090,4
FLEV4,9090,8
FLC,9091,1
FLEV1,9091,3
FLEV2,9091,3
FLEV3,9091,4
FLEV4,9091,8
FLC,9092,1
FLEV1,9092,3
FLEV2,9092,3
FLEV3,9092,4
FLEV4,9092,8
FLC,9093,1
FLEV1,9093,3
FLEV2,9093,3
FLEV3,9093,4
FLEV4,9093,8
FLC,9094,1
FLEV1,9094,3
FLEV2,9094,3
FLEV3,9094,4
FLEV4,9094,8
FLC,9095,1
FLEV1,9095,3
FLEV2,9095,3
FLEV3,9095,4
FLEV4,9095,8
FLC,9096,1
FLEV1,9096,3
FLEV2,9096,3
FLEV3,9096,4
FLEV4,9096,8
FLC,9097,1
FLEV1,9097,3
FLEV2,9097,3
FLEV3,9097,4
FLEV4,9097,8
FLC,9098,1
FLEV1,9098,3
FLEV2,9098,3
FLEV3,9098,4
FLEV4,9098,8
FLC,9099,1
FLEV1,9099,3
FLEV2,9099,3
FLEV3,9099,4
FLEV4,9099,8
FLC,9100,1
FLEV1,9100,3
FLEV2,9100,3
FLEV3,9100,4
FLEV4,9100,8
FLC,9101,1
FLEV1,9101,3
FLEV2,9101,3
FLEV3,9101,4
FLEV4,9101,8
FLC,9102,1
FLEV1,9102,3
FLEV2,9102,3
FLEV3,9102,4
FLEV4,9102,8
FLC,9103,1
FLEV1,9103,3
FLEV2,9103,3
FLEV3,9103,4
FLEV4,9103,8
FLC,9104,1
FLEV1,9104,3
FLEV2,9104,3
FLEV3,9104,4
FLEV4,9104,8
FLC,9105,1
FLEV1,9105,3
FLEV2,9105,3
FLEV3,9105,4
FLEV4,9105,8
FLC,9106,1
FLEV1,9106,3
FLEV2,9106,3
FLEV3,9106,4
FLEV4,9106,8
FLC,9107,1
FLEV1,9107,3
FLEV2,9107,3
FLEV3,9107,4
FLEV4,9107,8
FLC,9108,1
FLEV1,9108,3
FLEV2,9108,3
FLEV3,9108,4
FLEV4,9108,8
FLC,9109,1
FLEV1,9109,3
FLEV2,9109,3
FLEV3,9109,4
FLEV4,9109,8
FLC,9110,1
FLEV1,9110,3
FLEV2,9110,3
FLEV3,9110,4
FLEV4,9110,8
FLC,9111,1
FLEV1,9111,3
FLEV2,9111,3
FLEV3,9111,4
FLEV4,9111,8
FLC,9112,1
FLEV1,9112,3
FLEV2,9112,3
FLEV3,9112,4
FLEV4,9112,8
FLC,9113,1
FLEV1,9113,3
FLEV2,9113,3
FLEV3,9113,4
FLEV4,9113,8
FLC,9114,1
FLEV1,9114,3
FLEV2,9114,3
FLEV3,9114,4
FLEV4,9114,8
FLC,9115,1
FLEV1,9115,3
FLEV2,9115,3
FLEV3,9115,4
FLEV4,9115,8
FLC,9116,1
FLEV1,9116,3
FLEV2,9116,3
FLEV3,9116,4
FLEV4,9116,8
FLC,9117,1
FLEV1,9117,3
FLEV2,9117,3
FLEV3,9117,4
FLEV4,9117,8
FLC,9118,1
FLEV1,9118,3
FLEV2,9118,3
FLEV3,9118,4
FLEV4,9118,8
FLC,9119,1
FLEV1,9119,3
FLEV2,9119,3
FLEV3,9119,4
FLEV4,9119,8
FLC,9120,1
FLEV1,9120,3
FLEV2,9120,3
FLEV3,9120,4
FLEV4,9120,8
FLC,9121,1
FLEV1,9121,3
FLEV2,9121,3
FLEV3,9121,4
FLEV4,9121,8
FLC,9122,1
FLEV1,9122,3
FLEV2,9122,3
FLEV3,9122,4
FLEV4,9122,8
FLC,9123,1
FLEV1,9123,3
FLEV2,9123,3
FLEV3,9123,4
FLEV4,9123,8
FLC,9124,1
FLEV1,9124,3
FLEV2,9124,3
FLEV3,9124,4
FLEV4,9124,8
FLC,9125,1
FLEV1,9125,3
FLEV2,9125,3
FLEV3,9125,4
FLEV4,9125,8
FLC,9126,1
FLEV1,9126,3
FLEV2,9126,3
FLEV3,9126,4
FLEV4,9126,8
FLC,9127,1
FLEV1,9127,3
FLEV2,9127,3
FLEV3,9127,4
FLEV4,9127,8
FLC,9128,1
FLEV1,9128,3
FLEV2,9128,3
FLEV3,9128,4
FLEV4,9128,8
FLC,9129,1
FLEV1,9129,3
FLEV2,9129,3
FLEV3,9129,4
FLEV4,9129,8
FLC,9130,1
FLEV1,9130,3
FLEV2,9130,3
FLEV3,9130,4
FLEV4,9130,8
FLC,9131,1
FLEV1,9131,3
FLEV2,9131,3
FLEV3,9131,4
FLEV4,9131,8
FLC,9132,1
FLEV1,9132,3
FLEV2,9132,3
FLEV3,9132,4
FLEV4,9132,8
FLC,9133,1
FLEV1,9133,3
FLEV2,9133,3
FLEV3,9133,4
FLEV4,9133,8
FLC,9134,1
FLEV1,9134,3
FLEV2,9134,3
FLEV3,9134,4
FLEV4,9134,8
FLC,9135,1
FLEV1,9135,3
FLEV2,9135,3
FLEV3,9135,4
FLEV4,9135,8
FLC,9136,1
FLEV1,9136,3
FLEV2,9136,3
FLEV3,9136,4
FLEV4,9136,8
FLC,9137,1
FLEV1,9137,3
FLEV2,9137,3
FLEV3,9137,4
FLEV4,9137,8
FLC,9138,1
FLEV1,9138,3
FLEV2,9138,3
FLEV3,9138,4
FLEV4,9138,8
FLC,9139,1
FLEV1,9139,3
FLEV2,9139,3
FLEV3,9139,4
FLEV4,9139,8
FLC,9140,1
FLEV1,9140,3
FLEV2,9140,3
FLEV3,9140,4
FLEV4,9140,8
FLC,9141,1
FLEV1,9141,3
FLEV2,9141,3
FLEV3,9141,4
FLEV4,9141,8
FLC,9142,1
FLEV1,9142,3
FLEV2,9142,3
FLEV3,9142,4
FLEV4,9142,8
FLC,9143,1
FLEV1,9143,3
FLEV2,9143,3
FLEV3,9143,4
FLEV4,9143,8
FLC,9144,1
FLEV1,9144,3
FLEV2,9144,3
FLEV3,9144,4
FLEV4,9144,8
FLC,9145,1
FLEV1,9145,3
FLEV2,9145,3
FLEV3,9145,4
FLEV4,9145,8
FLC,9146,1
FLEV1,9146,3
FLEV2,9146,3
FLEV3,9146,4
FLEV4,9146,8
FLC,9147,1
FLEV1,9147,3
FLEV2,9147,3
FLEV3,9147,4
FLEV4,9147,8
FLC,9148,1
FLEV1,9148,3
FLEV2,9148,3
FLEV3,9148,4
FLEV4,9148,8
FLC,9149,1
FLEV1,9149,3
FLEV2,9149,3
FLEV3,9149,4
FLEV4,9149,8
FLC,9150,1
FLEV1,9150,3
FLEV2,9150,3
FLEV3,9150,4
FLEV4,9150,8
FLC,9151,1
FLEV1,9151,3
FLEV2,9151,3
FLEV3,9151,4
FLEV4,9151,8
FLC,9152,1
FLEV1,9152,3
FLEV2,9152,3
FLEV3,9152,4
FLEV4,9152,8
FLC,9153,1
FLEV1,9153,3
FLEV2,9153,3
FLEV3,9153,4
FLEV4,9153,8
FLC,9154,1
FLEV1,9154,3
FLEV2,9154,3
FLEV3,9154,4
FLEV4,9154,8
FLC,9155,1
FLEV1,9155,3
FLEV2,9155,3
FLEV3,9155,4
FLEV4,9155,8
FLC,9156,1
FLEV1,9156,3
FLEV2,9156,3
FLEV3,9156,4
FLEV4,9156,8
FLC,9157,1
FLEV1,9157,3
FLEV2,9157,3
FLEV3,9157,4
FLEV4,9157,8
FLC,9158,1
FLEV1,9158,3
FLEV2,9158,3
FLEV3,9158,4
FLEV4,9158,8
FLC,9159,1
FLEV1,9159,3
FLEV2,9159,3
FLEV3,9159,4
FLEV4,9159,8
FLC,9160,1
FLEV1,9160,3
FLEV2,9160,3
FLEV3,9160,4
FLEV4,9160,8
FLC,9161,1
FLEV1,9161,3
FLEV2,9161,3
FLEV3,9161,4
FLEV4,9161,8
FLC,9162,1
FLEV1,9162,3
FLEV2,9162,3
FLEV3,9162,4
FLEV4,9162,8
FLC,9163,1
FLEV1,9163,3
FLEV2,9163,3
FLEV3,9163,4
FLEV4,9163,8
FLC,9164,1
FLEV1,9164,3
FLEV2,9164,3
FLEV3,9164,4
FLEV4,9164,8
FLC,9165,1
FLEV1,9165,3
FLEV2,9165,3
FLEV3,9165,4
FLEV4,9165,8
FLC,9166,1
FLEV1,9166,3
FLEV2,9166,3
FLEV3,9166,4
FLEV4,9166,8
FLC,9167,1
FLEV1,9167,3
FLEV2,9167,3
FLEV3,9167,4
FLEV4,9167,8
FLC,9168,1
FLEV1,9168,3
FLEV2,9168,3
FLEV3,9168,4
FLEV4,9168,8
FLC,9169,1
FLEV1,9169,3
FLEV2,9169,3
FLEV3,9169,4
FLEV4,9169,8
FLC,9170,1
FLEV1,9170,3
FLEV2,9170,3
FLEV3,9170,4
FLEV4,9170,8
FLC,9171,1
FLEV1,9171,3
FLEV2,9171,3
FLEV3,9171,4
FLEV4,9171,8
FLC,9172,1
FLEV1,9172,3
FLEV2,9172,3
FLEV3,9172,4
FLEV4,9172,8
FLC,9173,1
FLEV1,9173,3
FLEV2,9173,3
FLEV3,9173,4
FLEV4,9173,8
FLC,9174,1
FLEV1,9174,3
FLEV2,9174,3
FLEV3,9174,4
FLEV4,9174,8
FLC,9175,1
FLEV1,9175,3
FLEV2,9175,3
FLEV3,9175,4
FLEV4,9175,8
FLC,9176,1
FLEV1,9176,3
FLEV2,9176,3
FLEV3,9176,4
FLEV4,9176,8
FLC,9177,1
FLEV1,9177,3
FLEV2,9177,3
FLEV3,9177,4
FLEV4,9177,8
FLC,9178,1
FLEV1,9178,3
FLEV2,9178,3
FLEV3,9178,4
FLEV4,9178,8
FLC,9179,1
FLEV1,9179,3
FLEV2,9179,3
FLEV3,9179,4
FLEV4,9179,8
FLC,9180,1
FLEV1,9180,3
FLEV2,9180,3
FLEV3,9180,4
FLEV4,9180,8
FLC,9181,1
FLEV1,9181,3
FLEV2,9181,3
FLEV3,9181,4
FLEV4,9181,8
FLC,9182,1
FLEV1,9182,3
FLEV2,9182,3
FLEV3,9182,4
FLEV4,9182,8
FLC,9183,1
FLEV1,9183,3
FLEV2,9183,3
FLEV3,9183,4
FLEV4,9183,8
FLC,9184,1
FLEV1,9184,3
FLEV2,9184,3
FLEV3,9184,4
FLEV4,9184,8
FLC,9185,1
FLEV1,9185,3
FLEV2,9185,3
FLEV3,9185,4
FLEV4,9185,8
FLC,9186,1
FLEV1,9186,3
FLEV2,9186,3
FLEV3,9186,4
FLEV4,9186,8
FLC,9187,1
FLEV1,9187,3
FLEV2,9187,3
FLEV3,9187,4
FLEV4,9187,8
FLC,9188,1
FLEV1,9188,3
FLEV2,9188,3
FLEV3,9188,4
FLEV4,9188,8
FLC,9189,1
FLEV1,9189,3
FLEV2,9189,3
FLEV3,9189,4
FLEV4,9189,8
FLC,9190,1
FLEV1,9190,3
FLEV2,9190,3
FLEV3,9190,4
FLEV4,9190,8
FLC,9191,1
FLEV1,9191,3
FLEV2,9191,3
FLEV3,9191,4
FLEV4,9191,8
FLC,9192,1
FLEV1,9192,3
FLEV2,9192,3
FLEV3,9192,4
FLEV4,9192,8
FLC,9193,1
FLEV1,9193,3
FLEV2,9193,3
FLEV3,9193,4
FLEV4,9193,8
FLC,9194,1
FLEV1,9194,3
FLEV2,9194,3
FLEV3,9194,4
FLEV4,9194,8
FLC,9195,1
FLEV1,9195,3
FLEV2,9195,3
FLEV3,9195,4
FLEV4,9195,8
FLC,9196,1
FLEV1,9196,3
FLEV2,9196,3
FLEV3,9196,4
FLEV4,9196,8
FLC,9197,1
FLEV1,9197,3
FLEV2,9197,3
FLEV3,9197,4
FLEV4,9197,8
FLC,9198,1
FLEV1,9198,3
FLEV2,9198,3
FLEV3,9198,4
FLEV4,9198,8
FLC,9199,1
FLEV1,9199,3
FLEV2,9199,3
FLEV3,9199,4
FLEV4,9199,8
FLC,9200,1
FLEV1,9200,3
FLEV2,9200,3
FLEV3,9200,4
FLEV4,9200,8
FLC,9201,1
FLEV1,9201,3
FLEV2,9201,3
FLEV3,9201,4
FLEV4,9201,8
FLC,9202,1
FLEV1,9202,3
FLEV2,9202,3
FLEV3,9202,4
FLEV4,9202,8
FLC,9203,1
FLEV1,9203,3
FLEV2,9203,3
FLEV3,9203,4
FLEV4,9203,8
FLC,9204,1
FLEV1,9204,3
FLEV2,9204,3
FLEV3,9204,4
FLEV4,9204,8
FLC,9205,1
FLEV1,9205,3
FLEV2,9205,3
FLEV3,9205,4
FLEV4,9205,8
FLC,9206,1
FLEV1,9206,3
FLEV2,9206,3
FLEV3,9206,4
FLEV4,9206,8
FLC,9207,1
FLEV1,9207,3
FLEV2,9207,3
FLEV3,9207,4
FLEV4,9207,8
FLC,9208,1
FLEV1,9208,3
FLEV2,9208,3
FLEV3,9208,4
FLEV4,9208,8
FLC,9209,1
FLEV1,9209,3
FLEV2,9209,3
FLEV3,9209,4
FLEV4,9209,8
FLC,9210,1
FLEV1,9210,3
FLEV2,9210,3
FLEV3,9210,4
FLEV4,9210,8
FLC,9211,1
FLEV1,9211,3
FLEV2,9211,3
FLEV3,9211,4
FLEV4,9211,8
FLC,9212,1
FLEV1,9212,3
FLEV2,9212,3
FLEV3,9212,4
FLEV4,9212,8
FLC,9213,1
FLEV1,9213,3
FLEV2,9213,3
FLEV3,9213,4
FLEV4,9213,8
FLC,9214,1
FLEV1,9214,3
FLEV2,9214,3
FLEV3,9214,4
FLEV4,9214,8
FLC,9215,1
FLEV1,9215,3
FLEV2,9215,3
FLEV3,9215,4
FLEV4,9215,8
FLC,9216,1
FLEV1,9216,3
FLEV2,9216,3
FLEV3,9216,4
FLEV4,9216,8
FLC,9217,1
FLEV1,9217,3
FLEV2,9217,3
FLEV3,9217,4
FLEV4,9217,8
FLC,9218,1
FLEV1,9218,3
FLEV2,9218,3
FLEV3,9218,4
FLEV4,9218,8
FLC,9219,1
FLEV1,9219,3
FLEV2,9219,3
FLEV3,9219,4
FLEV4,9219,8
FLC,9220,1
FLEV1,9220,3
FLEV2,9220,3
FLEV3,9220,4
FLEV4,9220,8
FLC,9221,1
FLEV1,9221,3
FLEV2,9221,3
FLEV3,9221,4
FLEV4,9221,8
FLC,9222,1
FLEV1,9222,3
FLEV2,9222,3
FLEV3,9222,4
FLEV4,9222,8
FLC,9223,1
FLEV1,9223,3
FLEV2,9223,3
FLEV3,9223,4
FLEV4,9223,8
FLC,9224,1
FLEV1,9224,3
FLEV2,9224,3
FLEV3,9224,4
FLEV4,9224,8
FLC,9225,1
FLEV1,9225,3
FLEV2,9225,3
FLEV3,9225,4
FLEV4,9225,8
FLC,9226,1
FLEV1,9226,3
FLEV2,9226,3
FLEV3,9226,4
FLEV4,9226,8
FLC,9227,1
FLEV1,9227,3
FLEV2,9227,3
FLEV3,9227,4
FLEV4,9227,8
FLC,9228,1
FLEV1,9228,3
FLEV2,9228,3
FLEV3,9228,4
FLEV4,9228,8
FLC,9229,1
FLEV1,9229,3
FLEV2,9229,3
FLEV3,9229,4
FLEV4,9229,8
FLC,9230,1
FLEV1,9230,3
FLEV2,9230,3
FLEV3,9230,4
FLEV4,9230,8
FLC,9231,1
FLEV1,9231,3
FLEV2,9231,3
FLEV3,9231,4
FLEV4,9231,8
FLC,9232,1
FLEV1,9232,3
FLEV2,9232,3
FLEV3,9232,4
FLEV4,9232,8
FLC,9233,1
FLEV1,9233,3
